Host,HostTaxID,correct_name,type,taxon_level,Genus,Family,Order,Class,Phylum,host_species,Spp_syn,IUCN_spp,Or_name,IUCN_Present,IUCN_id,IUCN_name,IUCN_latest,IUCN_date,IUCN_Category,IUCN_N_syn,IUCN_syn,IUCN_status,IUCN_Phylum,IUCN_Class,IUCN_Order,IUCN_Family,ITIS_Present,ITIS_is_valid,ITIS_id,ITIS_name,ITIS_Phylum,ITIS_N_syn,ITIS_syn,ITIS_Class,ITIS_Order,ITIS_Family,ITIS_species_in_genus,GBIF_Present,GBIF_id,GBIF_name,GBIF_N_syn,GBIF_syn,GBIF_Phylum,GBIF_Status,GBIF_Class,GBIF_Order,GBIF_Family
Mus sp.,10095,Mus,host,genus,Mus,,,,,Mus sp.,Mus; Budamys Kretzoi and Vertes; 1967; Drymomys Tschudi; 1844; Gatamiya Deraniyagala; 1966; Hylenomys Thomas; 1925; Leggada Gray; 1837; Leggadilla Thomas; 1914; Musculus Rafinesque; 1814; Mycteromys Robinson and Kloss; 1918; Oromys Robinson and Kloss; 1916; Pseudoconomys Rhoads; 1896; Tautatus Kloss; 1917; Mus kagii Kuraoka; 1912,,Mus,No,,,,,,,,,,,,,Yes,valid,180365,Mus,CHORDATA,11,"Budamys Kretzoi and Vertes, 1967; Drymomys Tschudi, 1844; Gatamiya Deraniyagala, 1966; Hylenomys Thomas, 1925; Leggada Gray, 1837; Leggadilla Thomas, 1914; Musculus Rafinesque, 1814; Mycteromys Robinson and Kloss, 1918; Oromys Robinson and Kloss, 1916; Pseudoconomys Rhoads, 1896; Tautatus Kloss, 1917; Mus kagii Kuraoka, 1912",MAMMALIA,RODENTIA,MURIDAE,,Yes,1,NA,,,NA,,NA,NA,NA
Mus spretus,10096,Mus spretus,host,species,Mus,MURIDAE,RODENTIA,MAMMALIA,CHORDATA,Mus spretus,Mus spretus,Mus spretus,Mus spretus,Yes,13985,Mus spretus,TRUE,2024; 2016,LC,,,,CHORDATA,MAMMALIA,RODENTIA,MURIDAE,Yes,valid,585407,Mus spretus,CHORDATA,0,,MAMMALIA,RODENTIA,MURIDAE,,Yes,2438793,Mus spretus,,,CHORDATA,ACCEPTED,MAMMALIA,RODENTIA,MURIDAE
Mustela erminea,36723,Mustela erminea,host,species,Mustela,MUSTELIDAE,CARNIVORA,MAMMALIA,CHORDATA,Mustela erminea,Mustela erminea; Putorius arcticus; Putorius audax; Mustela whiteheadi; Putorius haidarum; Putorius hibernicus; Putorius kaneii; Mustela kanei; Mustela lymani; Putorius muricus; Mustela nippon; Mustela richardsonii; Putorius microtis; Putorius streatori; Mustela pusilla,Mustela erminea,Mustela erminea,Yes,29674,Mustela erminea,TRUE,2025; 2016; 2010,LC,,,,CHORDATA,MAMMALIA,CARNIVORA,MUSTELIDAE,Yes,valid,180555,Mustela erminea,CHORDATA,14,Putorius arcticus;Putorius audax;Mustela whiteheadi;Putorius haidarum;Putorius hibernicus;Putorius kaneii;Mustela kanei;Mustela lymani;Putorius muricus;Mustela nippon;Mustela richardsonii;Putorius microtis;Putorius streatori;Mustela pusilla,MAMMALIA,CARNIVORA,MUSTELIDAE,,Yes,5219019,Mustela erminea,,,CHORDATA,ACCEPTED,MAMMALIA,CARNIVORA,MUSTELIDAE
Mustela kathiah,272460,Mustela kathiah,host,species,Mustela,MUSTELIDAE,CARNIVORA,MAMMALIA,CHORDATA,Mustela kathiah,Mustela kathiah; Mustela auriventer; Putorius dorsalis; Arctogale tsaidamensis; Arctogale melli,Mustela kathiah,Mustela kathiah,Yes,41655,Mustela kathiah,TRUE,2024,LC,,,,CHORDATA,MAMMALIA,CARNIVORA,MUSTELIDAE,Yes,valid,621950,Mustela kathiah,CHORDATA,4,Mustela auriventer;Putorius dorsalis;Arctogale tsaidamensis;Arctogale melli,MAMMALIA,CARNIVORA,MUSTELIDAE,,Yes,5218969,Mustela kathiah,,,CHORDATA,ACCEPTED,MAMMALIA,CARNIVORA,MUSTELIDAE
Mustela lutreola,9666,Mustela lutreola,host,species,Mustela,MUSTELIDAE,CARNIVORA,MAMMALIA,CHORDATA,Mustela lutreola,,Mustela lutreola,Mustela lutreola,Yes,14018,Mustela lutreola,TRUE,2025; 2016; 2010,CR,1,Viverra lutreola,ACCEPTED,CHORDATA,MAMMALIA,CARNIVORA,MUSTELIDAE,Yes,valid,621951,Mustela lutreola,CHORDATA,3,Viverra lutreola;Lutra minor;Lutreola europaea,MAMMALIA,CARNIVORA,MUSTELIDAE,,Yes,5219007,Mustela lutreola,1,Mustela putorius,CHORDATA,ACCEPTED,MAMMALIA,CARNIVORA,MUSTELIDAE
Mustela nigripes,77151,Mustela nigripes,host,species,Mustela,MUSTELIDAE,CARNIVORA,MAMMALIA,CHORDATA,Mustela nigripes,Mustela nigripes; Putorius nigripes,Mustela nigripes,Mustela nigripes,Yes,14020,Mustela nigripes,TRUE,2015,EN,,,,CHORDATA,MAMMALIA,CARNIVORA,MUSTELIDAE,Yes,valid,180557,Mustela nigripes,CHORDATA,1,Putorius nigripes,MAMMALIA,CARNIVORA,MUSTELIDAE,,Yes,5218985,Mustela nigripes,,,CHORDATA,ACCEPTED,MAMMALIA,CARNIVORA,MUSTELIDAE
Mustela putorius,9669;9668,Mustela putorius,host,species,Mustela,MUSTELIDAE,CARNIVORA,MAMMALIA,CHORDATA,Mustela putorius,Mustela putorius; Mustela furo,Mustela putorius,Mustela putorius,Yes,41658,Mustela putorius,TRUE,2025; 2016; 2010,LC,,,,CHORDATA,MAMMALIA,CARNIVORA,MUSTELIDAE,Yes,valid,621954,Mustela putorius,CHORDATA,1,Mustela furo,MAMMALIA,CARNIVORA,MUSTELIDAE,,Yes,5218911,Mustela putorius,,,CHORDATA,ACCEPTED,MAMMALIA,CARNIVORA,MUSTELIDAE
Mustela sp.,30549,Mustela,host,genus,Mustela,,,,,Mustela sp.,Mustela; Neovison Baryshnikov and Abramov; 1997; Grammogale Cabrera; 1940; Lutreola Wagner; 1841; Putorius Cuvier; 1817; Vison Gray; 1843,,Mustela,No,,,,,,,,,,,,,Yes,valid,180552,Mustela,CHORDATA,5,"Neovison Baryshnikov and Abramov, 1997; Grammogale Cabrera, 1940; Lutreola Wagner, 1841; Putorius Cuvier, 1817; Vison Gray, 1843",MAMMALIA,CARNIVORA,MUSTELIDAE,Mustela africana; Mustela altaica; Mustela erminea; Mustela eversmanii; Mustela felipei; Mustela frenata; Mustela itatsi; Mustela kathiah; Mustela lutreola; Mustela lutreolina; Mustela macrodon; Mustela nigripes; Mustela nivalis; Mustela nudipes; Mustela putorius; Mustela sibirica; Mustela strigidorsa; Mustela subpalmata; Mustela vison,Yes,44,NA,,,CHORDATA,,NA,NA,NA
Myiopsitta monachus,176066,Myiopsitta monachus,host,species,Myiopsitta,PSITTACIDAE,PSITTACIFORMES,AVES,CHORDATA,Myiopsitta monachus,Myiopsitta monachus; Psittacus monachus; Psittaca calita; Psittacus cotorra,Myiopsitta monachus,Myiopsitta monachus,Yes,45427277,Myiopsitta monachus,TRUE,2018,LC,,,,CHORDATA,AVES,PSITTACIFORMES,PSITTACIDAE,Yes,valid,177723,Myiopsitta monachus,CHORDATA,3,Psittacus monachus;Psittaca calita;Psittacus cotorra,AVES,PSITTACIFORMES,PSITTACIDAE,,Yes,2479407,Myiopsitta monachus,1,Myiopsitta monachus,CHORDATA,ACCEPTED-SYNONYM,AVES,PSITTACIFORMES,PSITTACIDAE
Myiozetetes granadensis,1118795,Myiozetetes granadensis,host,species,Myiozetetes,TYRANNIDAE,PASSERIFORMES,AVES,CHORDATA,Myiozetetes granadensis,Myiozetetes granadensis,Myiozetetes granadensis,Myiozetetes granadensis,Yes,22700589,Myiozetetes granadensis,TRUE,2021,LC,,,,CHORDATA,AVES,PASSERIFORMES,TYRANNIDAE,Yes,valid,561362,Myiozetetes granadensis,CHORDATA,,,AVES,PASSERIFORMES,TYRANNIDAE,,Yes,2482929,Myiozetetes granadensis,,,CHORDATA,ACCEPTED,AVES,PASSERIFORMES,TYRANNIDAE
Myiozetetes similis,478647,Myiozetetes similis,host,species,Myiozetetes,TYRANNIDAE,PASSERIFORMES,AVES,CHORDATA,Myiozetetes similis,Myiozetetes similis; Muscicapa similis; Myiozetetes columbianus; Myiozetetes grandis; Muscicapa texensis,Myiozetetes similis,Myiozetetes similis,Yes,22700586,Myiozetetes similis,TRUE,2022,LC,,,,CHORDATA,AVES,PASSERIFORMES,TYRANNIDAE,Yes,valid,561364,Myiozetetes similis,CHORDATA,4,Muscicapa similis;Myiozetetes columbianus;Myiozetetes grandis;Muscicapa texensis,AVES,PASSERIFORMES,TYRANNIDAE,,Yes,2482913,Myiozetetes similis,,,CHORDATA,ACCEPTED,AVES,PASSERIFORMES,TYRANNIDAE
Myodes glareolus,447135,Myodes glareolus,host,species,Myodes,,,,,Myodes glareolus,Myodes glareolus; Clethrionomys glareolus; Evotomys alstoni; Lemmus arvalis; Myodes bicolor; Evotomys caesarius; Evotomys erica; Arvicola fulvus; Evotomys gorka; Hypudacus hercynicus; Hypudaeus nageri; Evotomys norvegicus; Evotomys ponticus; Lemmus pratensis; Arvicola pratensis; Arvicola riparia; Lemmus rubidus; Evotomys skomerensis; Evotomys vasconiae,,Myodes glareolus,No,,,,,,,,,,,,,Yes,valid,970613,Myodes glareolus,CHORDATA,18,Clethrionomys glareolus;Evotomys alstoni;Lemmus arvalis;Myodes bicolor;Evotomys caesarius;Evotomys erica;Arvicola fulvus;Evotomys gorka;Hypudacus hercynicus;Hypudaeus nageri;Evotomys norvegicus;Evotomys ponticus;Lemmus pratensis;Arvicola pratensis;Arvicola riparia;Lemmus rubidus;Evotomys skomerensis;Evotomys vasconiae,MAMMALIA,RODENTIA,CRICETIDAE,,Yes,5706764,Myodes glareolus,,,CHORDATA,ACCEPTED,MAMMALIA,RODENTIA,CRICETIDAE
Myodes rufocanus,2929754,Myodes rufocanus,host,species,Myodes,,,,,Myodes rufocanus,Myodes rufocanus; Clethrionomys rufocanus; Clethrionomys sikotanensis; Evotomys arsenjevi; Evotomys bedfordiae; Evotomys irkutensis; Arvicola kamtnschaticus; Evotomys kolymensis; Evotomys latastei; Neoaschizomys sikotanensis; Arvicola wosnessenskii; Clethrionomys yesomontanus,,Myodes rufocanus,No,,,,,,,,,,,,,Yes,valid,970617,Myodes rufocanus,CHORDATA,11,Clethrionomys rufocanus;Clethrionomys sikotanensis;Evotomys arsenjevi;Evotomys bedfordiae;Evotomys irkutensis;Arvicola kamtnschaticus;Evotomys kolymensis;Evotomys latastei;Neoaschizomys sikotanensis;Arvicola wosnessenskii;Clethrionomys yesomontanus,MAMMALIA,RODENTIA,CRICETIDAE,,Yes,5706769,Myodes rufocanus,,,CHORDATA,ACCEPTED,MAMMALIA,RODENTIA,CRICETIDAE
Myonycteris torquata,77243,Myonycteris torquata,host,species,Myonycteris,PTEROPODIDAE,CHIROPTERA,MAMMALIA,CHORDATA,Myonycteris torquata,,Myonycteris torquata,Myonycteris torquata,Yes,84463104,Myonycteris torquata,TRUE,2016,LC,1,Cynonycteris torquata,ACCEPTED;ACCEPTED,CHORDATA,MAMMALIA,CHIROPTERA,PTEROPODIDAE,Yes,valid,631592,Myonycteris torquata,CHORDATA,1,Cynonycteris torquata,MAMMALIA,CHIROPTERA,PTEROPODIDAE,,Yes,2432942,Myonycteris torquata,,,CHORDATA,ACCEPTED,MAMMALIA,CHIROPTERA,PTEROPODIDAE
Myospalax psilurus,146129,Myospalax psilurus,host,species,Myospalax,SPALACIDAE,RODENTIA,MAMMALIA,CHORDATA,Myospalax psilurus,,Myospalax psilurus,Myospalax psilurus,Yes,14120,Myospalax psilurus,TRUE,2016,LC,1,Myospalax epsilanus,MERGE,CHORDATA,MAMMALIA,RODENTIA,SPALACIDAE,Yes,valid,632747,Myospalax psilurus,CHORDATA,2,Myospalax epsilanus;Myospalax spilurus,MAMMALIA,RODENTIA,SPALACIDAE,,Yes,2439125,Myospalax psilurus,1,Myospalax psilurus,CHORDATA,ACCEPTED-SYNONYM,MAMMALIA,RODENTIA,SPALACIDAE
Myotis daubentonii,98922,Myotis daubentonii,host,species,Myotis,VESPERTILIONIDAE,CHIROPTERA,MAMMALIA,CHORDATA,Myotis daubentonii,,Myotis daubentonii,Myotis daubentonii,Yes,85342710,Myotis daubentonii,TRUE,2023; 2020,LC,1,Vespertilio daubentonii,ACCEPTED,CHORDATA,MAMMALIA,CHIROPTERA,VESPERTILIONIDAE,Yes,valid,946243,Myotis daubentonii,CHORDATA,4,Myotis daubentoni;Vespertilio daubentonii;Vespertilio volgensis;Myotis nathalinae,MAMMALIA,CHIROPTERA,VESPERTILIONIDAE,,Yes,2432439,Myotis daubentonii,,,CHORDATA,ACCEPTED,MAMMALIA,CHIROPTERA,VESPERTILIONIDAE
Myotis davidii,225400,Myotis davidii,host,species,Myotis,VESPERTILIONIDAE,CHIROPTERA,MAMMALIA,CHORDATA,Myotis davidii,Myotis davidii; Myotis hajastanicus; Vespertilio davidii; Myotis aurascens; Myotis capaccinii; Maeonia morrisii,Myotis davidii,Myotis davidii,Yes,136250,Myotis davidii,TRUE,2023; 2019,DD; LC,,,,CHORDATA,MAMMALIA,CHIROPTERA,VESPERTILIONIDAE,Yes,valid,946244,Myotis davidii,CHORDATA,3,Myotis hajastanicus;Vespertilio davidii;Myotis aurascens,MAMMALIA,CHIROPTERA,VESPERTILIONIDAE,,Yes,4266349,Myotis davidii,2,Myotis capaccinii;Maeonia morrisii,CHORDATA,ACCEPTED,MAMMALIA,CHIROPTERA,VESPERTILIONIDAE
Myotis emarginatus,109480,Myotis emarginatus,host,species,Myotis,VESPERTILIONIDAE,CHIROPTERA,MAMMALIA,CHORDATA,Myotis emarginatus,,Myotis emarginatus,Myotis emarginatus,Yes,14129,Myotis emarginatus,TRUE,2023; 2016; 2010,LC,1,Vespertilio emarginatus,ACCEPTED,CHORDATA,MAMMALIA,CHIROPTERA,VESPERTILIONIDAE,Yes,valid,632015,Myotis emarginatus,CHORDATA,2,Vespertilio emarginatus;Vespertilio desertorum,MAMMALIA,CHIROPTERA,VESPERTILIONIDAE,,Yes,2432470,Myotis emarginatus,6,Uromyrtus emarginatus;Eugenia emarginata;Myrtus emarginata,CHORDATA,ACCEPTED,MAMMALIA,CHIROPTERA,VESPERTILIONIDAE
Myotis myotis,51298,Myotis myotis,host,species,Myotis,VESPERTILIONIDAE,CHIROPTERA,MAMMALIA,CHORDATA,Myotis myotis,,Myotis myotis,Myotis myotis,Yes,14133,Myotis myotis,TRUE,2023; 2016; 2010,LC,2,Vespertilio murinus;Vespertilio myotis,ACCEPTED;ACCEPTED,CHORDATA,MAMMALIA,CHIROPTERA,VESPERTILIONIDAE,Yes,valid,632035,Myotis myotis,CHORDATA,1,Vespertilio myotis,MAMMALIA,CHIROPTERA,VESPERTILIONIDAE,,Yes,2432416,Myotis myotis,3,Myotis hasseltii;Myotis dasycneme;Myotis capaccinii,CHORDATA,ACCEPTED,MAMMALIA,CHIROPTERA,VESPERTILIONIDAE
Myotis mystacinus,109479,Myotis mystacinus,host,species,Myotis,VESPERTILIONIDAE,CHIROPTERA,MAMMALIA,CHORDATA,Myotis mystacinus,,Myotis mystacinus,Myotis mystacinus,Yes,14134,Myotis mystacinus,TRUE,2023; 2016; 2010,LC,1,Vespertilio mystacinus,ACCEPTED,CHORDATA,MAMMALIA,CHIROPTERA,VESPERTILIONIDAE,Yes,valid,632036,Myotis mystacinus,CHORDATA,1,Vespertilio mystacinus,MAMMALIA,CHIROPTERA,VESPERTILIONIDAE,,Yes,9754263,Myotis mystacinus,,,CHORDATA,ACCEPTED,MAMMALIA,CHIROPTERA,VESPERTILIONIDAE
Myotis nattereri,109481,Myotis nattereri,host,species,Myotis,VESPERTILIONIDAE,CHIROPTERA,MAMMALIA,CHORDATA,Myotis nattereri,,Myotis nattereri,Myotis nattereri,Yes,215492021,Myotis nattereri,TRUE,2023,LC,1,Vespertilio nattereri,ACCEPTED,CHORDATA,MAMMALIA,CHIROPTERA,VESPERTILIONIDAE,Yes,valid,632037,Myotis nattereri,CHORDATA,1,Vespertilio nattereri,MAMMALIA,CHIROPTERA,VESPERTILIONIDAE,,Yes,2432389,Myotis nattereri,,,CHORDATA,ACCEPTED,MAMMALIA,CHIROPTERA,VESPERTILIONIDAE
Myotis nigricans,153286,Myotis nigricans,host,species,Myotis,VESPERTILIONIDAE,CHIROPTERA,MAMMALIA,CHORDATA,Myotis nigricans,Myotis nigricans; Vespertilio nigricans; Vespertilio osculatii; Liris nigricans,Myotis nigricans,Myotis nigricans,Yes,14185,Myotis nigricans,TRUE,2019,LC,,,,CHORDATA,MAMMALIA,CHIROPTERA,VESPERTILIONIDAE,Yes,valid,632039,Myotis nigricans,CHORDATA,2,Vespertilio nigricans;Vespertilio osculatii,MAMMALIA,CHIROPTERA,VESPERTILIONIDAE,,Yes,2432448,Myotis nigricans,1,Liris nigricans,CHORDATA,ACCEPTED,MAMMALIA,CHIROPTERA,VESPERTILIONIDAE
Myotis pilosus,203696,Myotis pilosus,host,species,Myotis,VESPERTILIONIDAE,CHIROPTERA,MAMMALIA,CHORDATA,Myotis pilosus,,Myotis pilosus,Myotis pilosus,Yes,14193,Myotis pilosus,TRUE,2019,VU,2,Myotis ricketti;Myotis pilosus,ADDED;New,CHORDATA,MAMMALIA,CHIROPTERA,VESPERTILIONIDAE,Yes,valid,1157415,Myotis pilosus,CHORDATA,2,Myotis ricketti;Vespertilio ricketti,MAMMALIA,CHIROPTERA,VESPERTILIONIDAE,,Yes,5787545,Myotis pilosus,1,Myrtus pilosa,CHORDATA,ACCEPTED,MAMMALIA,CHIROPTERA,VESPERTILIONIDAE
Myrmecophaga tridactyla,71006,Myrmecophaga tridactyla,host,species,Myrmecophaga,MYRMECOPHAGIDAE,PILOSA,MAMMALIA,CHORDATA,Myrmecophaga tridactyla,Myrmecophaga tridactyla; Myrmecophaga jubata; Cyclopes didactylus,Myrmecophaga tridactyla,Myrmecophaga tridactyla,Yes,14224,Myrmecophaga tridactyla,TRUE,2025,VU,,,,CHORDATA,MAMMALIA,PILOSA,MYRMECOPHAGIDAE,Yes,valid,624911,Myrmecophaga tridactyla,CHORDATA,1,Myrmecophaga jubata,MAMMALIA,PILOSA,MYRMECOPHAGIDAE,,Yes,2436346,Myrmecophaga tridactyla,1,Cyclopes didactylus,CHORDATA,ACCEPTED,MAMMALIA,PILOSA,MYRMECOPHAGIDAE
Nasua nasua,9651,Nasua nasua,host,species,Nasua,PROCYONIDAE,CARNIVORA,MAMMALIA,CHORDATA,Nasua nasua,,Nasua nasua,Nasua nasua,Yes,41684,Nasua nasua,TRUE,2016,LC,1,Viverra nasua,ACCEPTED,CHORDATA,MAMMALIA,CARNIVORA,PROCYONIDAE,Yes,valid,180579,Nasua nasua,CHORDATA,18,Viverra nasua;Nasua fusca;Nasua sociabilis;Nasua socialis;Nasua henseli;Viverra vulpecula;Viverra quasje;Nasua rufa;Myrmecophaga annulata;Nasua vulgaris;Ursus nasua;Myrmecophaga striata;Nasua rufa;Nasua judex;Nasua candace;Nasua gualeae;Nasua manium;Nasua phaeocephala,MAMMALIA,CARNIVORA,PROCYONIDAE,,Yes,2433536,Nasua nasua,,,CHORDATA,ACCEPTED,MAMMALIA,CARNIVORA,PROCYONIDAE
Natalus stramineus,155040,Natalus stramineus,host,species,Natalus,NATALIDAE,CHIROPTERA,MAMMALIA,CHORDATA,Natalus stramineus,Natalus stramineus,Natalus stramineus,Natalus stramineus,Yes,14360,Natalus stramineus,TRUE,2016,LC,,,,CHORDATA,MAMMALIA,CHIROPTERA,NATALIDAE,Yes,valid,631895,Natalus stramineus,CHORDATA,0,,MAMMALIA,CHIROPTERA,NATALIDAE,,Yes,2432756,Natalus stramineus,,,CHORDATA,ACCEPTED,MAMMALIA,CHIROPTERA,NATALIDAE
Necromys obscurus,399317,Necromys obscurus,host,species,Necromys,CRICETIDAE,RODENTIA,MAMMALIA,CHORDATA,Necromys obscurus,,Necromys obscurus,Necromys obscurus,Yes,2860,Necromys obscurus,TRUE,2019,LC,1,Bolomys obscurus,ADDED,CHORDATA,MAMMALIA,RODENTIA,CRICETIDAE,Yes,valid,970689,Necromys obscurus,CHORDATA,1,Bolomys obscurus,MAMMALIA,RODENTIA,CRICETIDAE,,Yes,4265136,Necromys obscurus,,,CHORDATA,ACCEPTED,MAMMALIA,RODENTIA,CRICETIDAE
Necrosyrtes monachus,30399,Necrosyrtes monachus,host,species,Necrosyrtes,ACCIPITRIDAE,ACCIPITRIFORMES,AVES,CHORDATA,Necrosyrtes monachus,Necrosyrtes monachus; Neophron manachus; Neophron monachus; Cathartes monachus; Vultur pileatus,Necrosyrtes monachus,Necrosyrtes monachus,Yes,22695185,Necrosyrtes monachus,TRUE,2022,CR,,,,CHORDATA,AVES,ACCIPITRIFORMES,ACCIPITRIDAE,Yes,valid,561476,Necrosyrtes monachus,CHORDATA,4,Neophron manachus;Neophron monachus;Cathartes monachus;Vultur pileatus,AVES,ACCIPITRIFORMES,ACCIPITRIDAE,,Yes,2480715,Necrosyrtes monachus,,,CHORDATA,ACCEPTED,AVES,ACCIPITRIFORMES,ACCIPITRIDAE
Nectomys squamipes,29117,Nectomys squamipes,host,species,Nectomys,CRICETIDAE,RODENTIA,MAMMALIA,CHORDATA,Nectomys squamipes,Nectomys squamipes,Nectomys squamipes,Nectomys squamipes,Yes,14475,Nectomys squamipes,TRUE,2016,LC,,,,CHORDATA,MAMMALIA,RODENTIA,CRICETIDAE,Yes,valid,633159,Nectomys squamipes,CHORDATA,,,MAMMALIA,RODENTIA,CRICETIDAE,,Yes,5219856,Nectomys squamipes,,,CHORDATA,ACCEPTED,MAMMALIA,RODENTIA,CRICETIDAE
Neofelis nebulosa,61452,Neofelis nebulosa,host,species,Neofelis,FELIDAE,CARNIVORA,MAMMALIA,CHORDATA,Neofelis nebulosa,,Neofelis nebulosa,Neofelis nebulosa,Yes,14519,Neofelis nebulosa,TRUE,2021,VU,1,Felis nebulosa,ACCEPTED,CHORDATA,MAMMALIA,CARNIVORA,FELIDAE,Yes,valid,183809,Neofelis nebulosa,CHORDATA,1,Felis nebulosa,MAMMALIA,CARNIVORA,FELIDAE,,Yes,2435079,Neofelis nebulosa,,,CHORDATA,ACCEPTED,MAMMALIA,CARNIVORA,FELIDAE
Neogale vison,452646,Neogale vison,host,species,Neogale,MUSTELIDAE,CARNIVORA,MAMMALIA,CHORDATA,Neogale vison,Neogale vison; Mustela vison; Neovison vison,Neogale vison,Neogale vison,Yes,41661,Neogale vison,TRUE,2025; 2016,NA; LC,3,Mustela vison;Neovison vison;Neogale vison,ACCEPTED;undefined;ACCEPTED,CHORDATA,MAMMALIA,CARNIVORA,MUSTELIDAE,No,,,,,,,,,,,Yes,4833733,,1,,,,,,
Neotoma lepida,56216,Neotoma lepida,host,species,Neotoma,CRICETIDAE,RODENTIA,MAMMALIA,CHORDATA,Neotoma lepida,,Neotoma lepida,Neotoma lepida,Yes,116988741,Neotoma lepida,TRUE,2017,LC,3,Neotoma bella;Neotoma desertorum;Neotoma nevadensis,ACCEPTED;ACCEPTED;ACCEPTED;ACCEPTED,CHORDATA,MAMMALIA,RODENTIA,CRICETIDAE,Yes,valid,180374,Neotoma lepida,CHORDATA,9,Neotoma abbreviata;Neotoma arenacea;Neotoma bella;Neotoma californica;Neotoma desertorum;Neotoma insularis;Neotoma intermedia;Neotoma nevadensis;Neotoma nudicauda,MAMMALIA,RODENTIA,CRICETIDAE,,Yes,2438438,Neotoma lepida,,,CHORDATA,ACCEPTED,MAMMALIA,RODENTIA,CRICETIDAE
Nestor notabilis,176057,Nestor notabilis,host,species,Nestor,STRIGOPIDAE,PSITTACIFORMES,AVES,CHORDATA,Nestor notabilis,Nestor notabilis,Nestor notabilis,Nestor notabilis,Yes,22684831,Nestor notabilis,TRUE,2017,EN,,,,CHORDATA,AVES,PSITTACIFORMES,STRIGOPIDAE,Yes,valid,177500,Nestor notabilis,CHORDATA,,,AVES,PSITTACIFORMES,STRIGOPIDAE,,Yes,2479593,Nestor notabilis,,,CHORDATA,ACCEPTED,AVES,PSITTACIFORMES,PSITTACIDAE
Netta peposaca,541013,Netta peposaca,host,species,Netta,ANATIDAE,ANSERIFORMES,AVES,CHORDATA,Netta peposaca,Netta peposaca; Anas peposaca,Netta peposaca,Netta peposaca,Yes,22680351,Netta peposaca,TRUE,2024,LC,,,,CHORDATA,AVES,ANSERIFORMES,ANATIDAE,Yes,valid,175233,Netta peposaca,CHORDATA,1,Anas peposaca,AVES,ANSERIFORMES,ANATIDAE,,Yes,2498181,Netta peposaca,,,CHORDATA,ACCEPTED,AVES,ANSERIFORMES,ANATIDAE
Netta rufina,30387,Netta rufina,host,species,Netta,ANATIDAE,ANSERIFORMES,AVES,CHORDATA,Netta rufina,Netta rufina; Anas rufina,Netta rufina,Netta rufina,Yes,22680348,Netta rufina,TRUE,2021; 2016,LC,,,,CHORDATA,AVES,ANSERIFORMES,ANATIDAE,Yes,valid,175234,Netta rufina,CHORDATA,1,Anas rufina,AVES,ANSERIFORMES,ANATIDAE,,Yes,2498180,Netta rufina,,,CHORDATA,ACCEPTED,AVES,ANSERIFORMES,ANATIDAE
Nisaetus cirrhatus,252795,Nisaetus cirrhatus,host,species,Nisaetus,ACCIPITRIDAE,ACCIPITRIFORMES,AVES,CHORDATA,Nisaetus cirrhatus,Nisaetus cirrhatus; Spizaetus cirrhatus; Falco cirrhatus; Spizaetus andamanensis; Falco ceylanensis; Falco limnaeetus,Nisaetus cirrhatus,Nisaetus cirrhatus,Yes,22732090,Nisaetus cirrhatus,TRUE,2020,LC,,,,CHORDATA,AVES,ACCIPITRIFORMES,ACCIPITRIDAE,Yes,valid,824093,Nisaetus cirrhatus,CHORDATA,5,Spizaetus cirrhatus;Falco cirrhatus;Spizaetus andamanensis;Falco ceylanensis;Falco limnaeetus,AVES,ACCIPITRIFORMES,ACCIPITRIDAE,,Yes,5788501,Nisaetus cirrhatus,,,CHORDATA,ACCEPTED,AVES,ACCIPITRIFORMES,ACCIPITRIDAE
Nisaetus nipalensis,214438,Nisaetus nipalensis,host,species,Nisaetus,ACCIPITRIDAE,ACCIPITRIFORMES,AVES,CHORDATA,Nisaetus nipalensis,Nisaetus nipalensis; Spizaetus nipalensis; Spizaetus orientalis,Nisaetus nipalensis,Nisaetus nipalensis,Yes,22696153,Nisaetus nipalensis,TRUE,2021,NT,,,,CHORDATA,AVES,ACCIPITRIFORMES,ACCIPITRIDAE,Yes,valid,824098,Nisaetus nipalensis,CHORDATA,2,Spizaetus nipalensis;Spizaetus orientalis,AVES,ACCIPITRIFORMES,ACCIPITRIDAE,,Yes,5788503,Nisaetus nipalensis,,,CHORDATA,ACCEPTED,AVES,ACCIPITRIFORMES,ACCIPITRIDAE
Niviventer confucianus,248811,Niviventer confucianus,host,species,Niviventer,MURIDAE,RODENTIA,MAMMALIA,CHORDATA,Niviventer confucianus,Niviventer confucianus; Rattus elegans; Rattus mentosus; Epimys zappeyi,Niviventer confucianus,Niviventer confucianus,Yes,14814,Niviventer confucianus,TRUE,2016,LC,,,,CHORDATA,MAMMALIA,RODENTIA,MURIDAE,Yes,valid,585425,Niviventer confucianus,CHORDATA,3,Rattus elegans;Rattus mentosus;Epimys zappeyi,MAMMALIA,RODENTIA,MURIDAE,,Yes,2439057,Niviventer confucianus,,,CHORDATA,ACCEPTED,MAMMALIA,RODENTIA,MURIDAE
